z1,z2,z3,id
0.7228386,-0.48391217,0.5213725,529466
0.63725907,-0.09406493,0.4206944,529467
-0.07548476,-0.17589407,-1.2438705,529470
-0.7416979,-0.20820324,-0.4836983,529471
-0.40870222,-2.749242,4.7670846,529473
-1.8587158,-0.46426672,0.018116344,529475
-2.7316887,-0.47238678,-2.3252254,529477
-2.5772295,-0.50914747,-1.9306527,529480
-0.2485049,-0.06325454,-0.992268,529481
0.8535238,-0.6687186,1.2222197,529482
-1.7563524,0.41289192,-1.3220628,529483
-0.99049914,-0.24783035,-0.6197002,529484
-1.2228682,-0.04695759,-0.7339903,529486
-1.3478556,-0.20427328,-1.3127398,529487
-0.004383303,-0.2540834,1.2834764,529489
0.96081734,-0.5974537,1.31452,529490
0.30278,1.7524879,1.7726995,529491
-1.4069346,-0.07761813,-1.1176298,529492
0.69281137,0.045704648,1.235269,529494
0.22738883,1.09892,0.7627624,529496
-1.657505,0.45979363,-0.23476477,529497
0.57514596,-0.9256294,1.0347701,529498
-1.6861122,-0.33512756,-1.3213437,529499
-1.6325486,-0.02234508,-1.6538284,529500
1.0322646,-0.98841774,1.2346003,529501
-0.60821044,-0.3132597,-1.6285932,529502
0.79915917,-1.2479051,1.4986441,529503
0.6495401,0.30359498,1.4945033,529504
1.4347615,-0.5232986,0.086420946,529505
1.3499167,-1.3116881,0.9382629,529506
-0.011245646,1.0175135,1.0378103,529508
-1.9779177,-0.028189635,-0.8116705,529509
-2.7389226,-0.83195865,-1.2405097,529510
-1.0944294,0.32074815,-1.5884974,529511
1.4644115,-1.4285897,0.594567,529512
1.1664267,-1.2482343,0.54926425,529513
0.58362544,-0.8835392,1.2660182,529514
-1.3960166,-0.20698594,-1.0747436,529515
